user_id,age,gender,location,state,language_preference,device_type,subscription_type,watch_time_hours,content_id,content_genre,content_language,regional_relevance,family_friendly_score,view_completion_rate,user_rating,watch_date,engagement_score
fbfb56c0-90f2-4306-84ef-74d7a26f00b5,40.80056059,Female,Ujjain,Madhya Pradesh,Assamese,Smartphone,Premium,13.7729927,ddc3bd06-31d1-4b4c-8c38-3b11632445a4,Comedy,Assamese,0.948597451,0.911956889,56.35803846,3.080627813,8/6/2023,0.376203252
572edea7-76ce-407d-83db-00add9c24595,39.42788514,Female,Erode,Tamil Nadu,Hindi,Connected TV,SuperGrok,1.729530005,06e322d5-c8a9-42fc-8b4b-dd219389bf44,Drama,Odia,0.890150526,0.715568223,67.88532397,3.727483175,6/23/2023,0.424099683
572edea7-76ce-407d-83db-00add9c24595,39.42788514,Female,Erode,Tamil Nadu,Hindi,Connected TV,SuperGrok,50.70186086,87feb653-40d0-4594-a357-a1382401d54e,Sci-Fi,Hindi,0.96691058,0.837649111,82.54738502,3.788181893,7/18/2025,0.583120538
0677e152-4cc8-40ab-bc40-08a7b9de9345,28.74825572,Male,Coimbatore,Tamil Nadu,Malayalam,Connected TV,Free,37.12254367,b82626cb-24dc-46d8-9ddc-65461db08c2d,Drama,Malayalam,0.856019249,0.862389019,53.09275348,3.736134814,2/3/2023,0.436061494
0677e152-4cc8-40ab-bc40-08a7b9de9345,28.74825572,Male,Coimbatore,Tamil Nadu,Malayalam,Connected TV,Free,17.11221362,4f077ac1-eb24-47f3-a295-3c45ef5c2b8a,Drama,Malayalam,0.93562528,0.884196222,56.19584474,5,1/16/2023,0.459007806
0677e152-4cc8-40ab-bc40-08a7b9de9345,28.74825572,Male,Coimbatore,Tamil Nadu,Malayalam,Connected TV,Free,16.76042906,69a1b2ee-1aa3-4e5c-aa06-57a4c69e542c,Romance,Gujarati,0.85423696,0.899795347,25.47327624,1.625959932,1/20/2023,0.20045236
0e20b7a1-bab7-4dd6-85e6-ba3a6b4af1d6,38.46882104,Male,Indore,Madhya Pradesh,Tamil,Laptop,Premium,21.18498171,ebb2524d-1808-4b18-9bbe-53d9ed047d37,Comedy,Tamil,0.909252174,0.886884948,73.21627261,,7/18/2025,0.435235054
0e20b7a1-bab7-4dd6-85e6-ba3a6b4af1d6,38.46882104,Male,Indore,Madhya Pradesh,Tamil,Laptop,Premium,37.5835122,5907a4ad-b1ce-45f5-85d7-20ae1dbcee31,Crime,Tamil,0.818389832,0.035933016,55.98144106,5,6/15/2024,0.499092789
1b0f6dae-a4b6-4bd1-9608-a092e12df827,32.62066809,Male,Erode,Tamil Nadu,Hindi,Smartphone,Free,17.18131168,7587c1e7-27ef-4545-b25d-e3b8f9749245,Romance,Hindi,0.981017694,0.798076519,97.40882402,4.072476001,5/10/2023,0.586896959
1b0f6dae-a4b6-4bd1-9608-a092e12df827,32.62066809,Male,Erode,Tamil Nadu,Hindi,Smartphone,Free,0.617345191,7cbd9289-2c90-4e92-9350-d0f5d64d0bd9,Crime,Hindi,0.821613402,0.236783368,83.48908939,,7/18/2025,0.435191048
76779307-817b-425a-8550-ac6928dcc8f2,10.50438282,Female,Ujjain,Madhya Pradesh,Marathi,Smartphone,Free,47.08326621,999c9cdf-e2fd-4eae-8269-04e08be44747,Comedy,Bengali,0.954425271,0.774898442,81.00691126,,6/12/2024,0.518194177
76779307-817b-425a-8550-ac6928dcc8f2,10.50438282,Female,Ujjain,Madhya Pradesh,Marathi,Smartphone,Free,13.13293693,c37b48ed-e17b-45d8-8336-12526d488236,Thriller,Marathi,0.978683912,0.076221177,72.83967429,,10/25/2024,0.417624571
7144d62e-b40e-446e-ba87-fdd594ff7a6e,33.50370216,Male,Jaipur,Rajasthan,Gujarati,Laptop,Free,14.72310888,7d7ef4e0-4ed7-46f2-9cb1-bd4a7c25e24a,Sci-Fi,Gujarati,0.800701701,0.850464122,44.32762311,,3/15/2023,0.30675671
7144d62e-b40e-446e-ba87-fdd594ff7a6e,33.50370216,Male,Jaipur,Rajasthan,Gujarati,Laptop,Free,25.48277737,2763327e-73f7-436a-817a-a5af01c38103,Romance,Gujarati,0.961446258,0.851818975,84.0470009,3.993275285,6/6/2023,0.54688457
215437fe-a253-49d7-ade5-a1aa624997b1,21.55675963,Male,Jaipur,Rajasthan,English,Connected TV,Free,3.183552292,204723a4-9bba-4967-a765-373010a8a4f5,Drama,English,0.947310928,0.951399767,44.08449801,,7/18/2025,0.282705097
215437fe-a253-49d7-ade5-a1aa624997b1,21.55675963,Male,Jaipur,Rajasthan,English,Connected TV,Free,0.835066949,49627ea5-531a-40c5-aa49-13b1ab36130f,Crime,Odia,0.950522398,0.327000838,90.01693596,,3/13/2025,0.461737878
215437fe-a253-49d7-ade5-a1aa624997b1,21.55675963,Male,Jaipur,Rajasthan,English,Connected TV,Free,7.04523836,91943768-dc91-4e7e-80c6-eecc6483e02a,Drama,English,0.985636873,0.776261565,49.05951258,,7/18/2025,0.310328527
6f6bafe9-177c-4f71-95b4-7208c243a3b5,41.73442277,Female,Jaipur,Rajasthan,English,Smartphone,Free,3.740469423,2c13e1bd-75b0-48b3-80a1-0153162575c1,Romance,Odia,0.934380536,0.738018521,90.60794515,,1/8/2023,0.469912719
6f6bafe9-177c-4f71-95b4-7208c243a3b5,41.73442277,Female,Jaipur,Rajasthan,English,Smartphone,Free,3.178692719,68828343-de69-4ef5-892b-8c194f0538b3,Crime,English,0.892826056,0.251920565,82.49073756,,2/4/2023,0.436320336
6dd8819d-d9ed-4e88-a97b-35311170f480,27.27455279,Female,Erode,Tamil Nadu,Kannada,Smartphone,Premium,58.30023261,9603b299-e42f-4896-bb2b-ebfa16fca5da,Romance,Kannada,0.981420072,0.735485995,90.73455969,5,8/13/2023,0.679538704
6dd8819d-d9ed-4e88-a97b-35311170f480,27.27455279,Female,Erode,Tamil Nadu,Kannada,Smartphone,Premium,5.366092987,6c05b8f1-0adb-4b62-b2c4-9dcd9bad2c84,Sci-Fi,Kannada,0.891589067,0.945663265,69.40556952,,7/18/2025,0.388354464
6dd8819d-d9ed-4e88-a97b-35311170f480,27.27455279,Female,Erode,Tamil Nadu,Kannada,Smartphone,Premium,43.88788898,27c22b05-9d23-4e10-93c6-d12a3cb4dd9b,Thriller,Tamil,0.887436013,0.213632681,40.06408003,3.98107952,8/7/2023,0.407275279
2d2cade0-3c8c-4842-95d4-0d33eb27409a,10.63247297,Female,Vadodara,Gujarat,Bengali,Smartphone,Free,5.81831523,eb8da636-ce60-4e3c-a5d5-9d07341a3323,Crime,Marathi,0.805932149,0.094325517,65.40572696,,10/12/2024,0.373259538
2d2cade0-3c8c-4842-95d4-0d33eb27409a,10.63247297,Female,Vadodara,Gujarat,Bengali,Smartphone,Free,11.50265318,73ab9845-2fb0-4c26-b823-0b41809ddfbb,Thriller,Bengali,0.870018923,0.179278367,77.94532336,,1/23/2023,0.4347866
2d2cade0-3c8c-4842-95d4-0d33eb27409a,10.63247297,Female,Vadodara,Gujarat,Bengali,Smartphone,Free,30.63738317,9d8955d2-70e6-40fe-a2d2-7871782df8ef,Romance,Bengali,0.889384258,0.825607203,79.19352459,,7/6/2023,0.478048865
b5f7f3a2-621e-4fba-9512-a6d2d139688f,22.3864473,Male,Bhopal,Madhya Pradesh,Hindi,Smartphone,Premium,17.70135633,47009f4a-61f4-4c7d-85b0-53b1832f87ac,Comedy,Hindi,0.87919111,0.997791453,92.2515348,2.70988414,4/10/2023,0.512804217
b5f7f3a2-621e-4fba-9512-a6d2d139688f,22.3864473,Male,Bhopal,Madhya Pradesh,Hindi,Smartphone,Premium,2.904820692,e7ab5ce6-5cf7-4c93-a57f-0e2c520b1119,Romance,Hindi,0.829279836,0.713302982,91.73768696,,11/23/2023,0.472760389
6ef6cb80-e69d-4c71-9ef1-0678447f40c0,42.67651511,Male,Vadodara,Gujarat,English,Smartphone,Free,1.919868089,9f62a62d-defb-4f4d-b26e-24ddae9fd998,Drama,Punjabi,0.859933585,0.792753515,87.7936009,3.10443924,7/18/2025,0.479191709
6ef6cb80-e69d-4c71-9ef1-0678447f40c0,42.67651511,Male,Vadodara,Gujarat,English,Smartphone,Free,58.86030755,32949c08-e077-466d-919e-fde92e16a609,Romance,Kannada,0.891298339,0.874993604,76.37712468,2.738820914,2/25/2024,0.53278195
6ef6cb80-e69d-4c71-9ef1-0678447f40c0,42.67651511,Male,Vadodara,Gujarat,English,Smartphone,Free,0.198399453,17e4b237-7f27-4bcb-8f5e-75f3737a9a50,Drama,English,0.807585485,0.894004629,97.32848528,2.655240852,5/23/2025,0.495920374
7936fe99-e824-492c-bde7-5196d2250593,32.88728003,Female,Erode,Tamil Nadu,English,Connected TV,Premium,27.17570414,d0e7ea90-1b40-4370-911e-93c372cc8071,Drama,English,0.858398531,0.878344675,91.97713367,3.047672367,6/26/2023,0.544166838
7936fe99-e824-492c-bde7-5196d2250593,32.88728003,Female,Erode,Tamil Nadu,English,Connected TV,Premium,14.55008928,80c6391a-b7f7-4b60-90bf-48c212f5d0dc,Romance,English,0.853079105,0.86213138,62.73815313,2.037085113,9/11/2023,0.361536196
c35993fe-1733-4e2a-ba98-4d358c997c90,24.19983667,Male,Nagpur,Maharashtra,English,Laptop,SuperGrok,7.99313638,38b92203-226b-4d68-92f9-1ace565d0fca,Comedy,English,0.895862788,0.718590418,76.0250917,2.100966477,7/18/2025,0.404125299
c35993fe-1733-4e2a-ba98-4d358c997c90,24.19983667,Male,Nagpur,Maharashtra,English,Laptop,SuperGrok,1.886631656,22d154dd-2f09-4a1e-b5fb-d3baa2dca334,Thriller,Kannada,0.990670144,0.039071629,61.67980314,3.283071866,7/18/2025,0.38181535
28b547fd-4c5b-4ece-a258-ff7736863dd7,18.43584183,Female,Indore,Madhya Pradesh,Hindi,Connected TV,Premium,10.27452527,5ac46e58-7cac-4b27-8ecc-e9dece1acda2,Crime,Hindi,0.939212441,0.366355051,77.38063439,,1/13/2024,0.430071588
28b547fd-4c5b-4ece-a258-ff7736863dd7,18.43584183,Female,Indore,Madhya Pradesh,Hindi,Connected TV,Premium,7.338842158,e2494917-e04c-45d1-8b89-d9b8a70b8298,Drama,Hindi,0.859267713,0.826251017,12.48714458,,11/3/2023,0.164626263
28b547fd-4c5b-4ece-a258-ff7736863dd7,18.43584183,Female,Indore,Madhya Pradesh,Hindi,Connected TV,Premium,8.955218074,31abd6f0-2021-48b7-b819-33e1c35a2170,Comedy,Hindi,0.88279973,0.943291729,66.26007425,4.271511968,9/21/2024,0.453811212
317da886-8719-4b3b-87c0-224bf1db8a0a,42.94985585,Female,Ujjain,Madhya Pradesh,Hindi,Connected TV,Premium,16.62372454,410bfca2-e672-42c0-bee5-610d4e672ecd,Sci-Fi,Hindi,0.940402884,0.983032802,70.45379879,3.808332926,7/18/2025,0.467395961
317da886-8719-4b3b-87c0-224bf1db8a0a,42.94985585,Female,Ujjain,Madhya Pradesh,Hindi,Connected TV,Premium,37.50019084,781937c9-e08e-4f0a-b4b9-a36ec46f533e,Drama,Hindi,0.802071486,0.809992026,76.49650077,,10/22/2024,0.480986385
317da886-8719-4b3b-87c0-224bf1db8a0a,42.94985585,Female,Ujjain,Madhya Pradesh,Hindi,Connected TV,Premium,2.845516836,9be6fc0d-3b31-4189-9b40-20e4c5b345ae,Drama,Hindi,0.820422364,0.947505602,83.66235297,,3/25/2023,0.440340446
3eee880d-84f2-4d99-b140-6f2099aa69f8,35.44220352,Male,Ajmer,Rajasthan,Hindi,Tablet,Free,5.314184473,9736fc24-15b7-4677-84ea-aed6c8e7cd49,Sci-Fi,Hindi,0.840549023,0.744804556,89.00446064,3.672672886,5/26/2024,0.513553127
3eee880d-84f2-4d99-b140-6f2099aa69f8,35.44220352,Male,Ajmer,Rajasthan,Hindi,Tablet,Free,79.86936816,747b2b48-3bdd-4b65-91ec-9b7b395b5c20,Drama,Hindi,0.966722174,0.987215868,57.89232904,,12/24/2023,0.491308053
3eee880d-84f2-4d99-b140-6f2099aa69f8,35.44220352,Male,Ajmer,Rajasthan,Hindi,Tablet,Free,17.31696908,d098f36e-5cd7-4fbd-b959-6842b559af3c,Comedy,Hindi,0.836318177,0.986272508,50.12024095,2.677117787,10/1/2023,0.342199613
8bf3c72b-92a4-4d66-a09f-b1d0a628fa54,18.0547706,Female,Vadodara,Gujarat,Hindi,Smartphone,SuperGrok,5.390798409,ed830412-2684-4f78-b05f-68107bedca9a,Drama,Hindi,0.978701083,0.720141988,53.93659572,,2/7/2023,0.32652798
8bf3c72b-92a4-4d66-a09f-b1d0a628fa54,18.0547706,Female,Vadodara,Gujarat,Hindi,Smartphone,SuperGrok,37.87966213,1ad15a0d-0b79-4ba5-beed-d57babba32ad,Horror-Comedy,Hindi,0.983265395,0.714290279,90.02758704,,11/20/2024,0.535869672
aa181f61-d32e-4046-86e1-94fd4f004ed8,32.85803287,Male,Nagpur,Maharashtra,Bengali,Smartphone,SuperGrok,6.88627526,3001fa9d-16f2-4b94-816f-1a70c267d9fa,Sci-Fi,Bengali,0.821360097,0.87521721,72.57389709,,8/26/2023,0.404068139
aa181f61-d32e-4046-86e1-94fd4f004ed8,32.85803287,Male,Nagpur,Maharashtra,Bengali,Smartphone,SuperGrok,11.2650343,6c8088ff-e1ab-4388-919f-bca526f65c27,Romance,Bengali,0.893591063,0.983778566,96.85646104,,7/18/2025,0.509955913
f47affc0-4129-480d-bbe4-1ba3fac29010,33.95420985,Male,Nagpur,Maharashtra,Marathi,Smartphone,Premium,26.23203941,f9d25852-4408-4ba8-901e-0fd3c2404019,Crime,Odia,0.91356016,0.154675267,90.09494049,2.564018273,7/18/2025,0.515404572
f47affc0-4129-480d-bbe4-1ba3fac29010,33.95420985,Male,Nagpur,Maharashtra,Marathi,Smartphone,Premium,31.72720486,0fc82780-1634-4e26-9d5c-a36b03948fbc,Drama,Malayalam,0.970121017,0.934797474,83.67003311,,9/17/2023,0.498134542
f47affc0-4129-480d-bbe4-1ba3fac29010,33.95420985,Male,Nagpur,Maharashtra,Marathi,Smartphone,Premium,6.476497536,f082c0a9-c1d9-4751-af27-57ffececb1a0,Romance,Marathi,0.965352127,0.743177346,66.8183119,3.013577842,3/26/2023,0.400769356
367ec900-948c-43cc-87af-5af57937a2dc,20.42431045,Male,Bhopal,Madhya Pradesh,Telugu,Tablet,Free,6.043228871,db62d623-d872-40db-9a06-9f97a54786c9,Comedy,Malayalam,0.909777813,0.878706759,89.04457689,,2/12/2024,0.468264765
